time;gFx;gFy;gFz;TgF
22:39:46:1300;0,0842;0,1734;1,0149;1,030
22:39:46:1340;0,0917;0,1683;1,0091;1,024
22:39:46:1370;0,0873;0,1504;1,0131;1,025
22:39:46:1400;0,0879;0,1478;1,0052;1,017
22:39:46:1430;0,0950;0,1583;0,9969;1,011
22:39:46:1470;0,0883;0,1512;0,9927;1,005
22:39:46:1510;0,0747;0,1247;1,0093;1,017
22:39:46:1540;0,0537;0,0981;1,0323;1,036
22:39:46:1580;0,0328;0,0850;1,0197;1,021
22:39:46:1650;0,0267;0,1070;1,0063;1,010
22:39:46:1700;0,0171;0,1142;1,0186;1,023
22:39:46:1720;0,0085;0,1045;1,0387;1,042
22:39:46:1760;0,0301;0,1170;1,0221;1,027
22:39:46:1830;0,0568;0,1213;1,0121;1,018
22:39:46:1870;0,0825;0,1214;1,0070;1,015
22:39:46:1910;0,1039;0,1260;1,0066;1,016
22:39:46:2100;0,1218;0,1454;1,0064;1,020
22:39:46:2140;0,1517;0,1695;0,9954;1,017
22:39:46:2170;0,1727;0,1895;1,0104;1,038
22:39:46:2200;0,1624;0,1850;1,0181;1,043
22:39:46:2220;0,1216;0,1553;1,0115;1,027
22:39:46:2250;0,0937;0,1126;1,0077;1,015
22:39:46:2280;0,0762;0,0862;1,0159;1,019
22:39:46:2420;0,0667;0,0908;1,0333;1,036
22:39:46:2470;0,0617;0,1060;1,0436;1,048
22:39:46:2500;0,0521;0,0941;1,0277;1,031
22:39:46:2540;0,0430;0,0816;1,0346;1,036
22:39:46:2560;0,0339;0,0856;1,0267;1,028
22:39:46:2590;0,0341;0,1144;1,0225;1,027
22:39:46:2660;0,0369;0,1380;1,0066;1,015
22:39:46:2710;0,0468;0,1490;0,9876;0,998
22:39:46:2740;0,0654;0,1456;0,9804;0,991
22:39:46:2770;0,1029;0,1644;0,9827;0,999
22:39:46:2820;0,1211;0,1787;0,9843;1,004
22:39:46:2870;0,1224;0,1647;0,9933;1,011
22:39:46:2920;0,1037;0,1459;1,0120;1,024
22:39:46:2980;0,0954;0,1167;1,0291;1,037
22:39:46:3020;0,0908;0,1031;1,0342;1,040
22:39:46:3070;0,0742;0,0852;1,0449;1,048
22:39:46:3120;0,0591;0,0707;1,0424;1,044
22:39:46:3240;0,0519;0,0613;1,0259;1,026
22:39:46:3300;0,0530;0,0894;1,0357;1,038
22:39:46:3320;0,0402;0,1042;1,0293;1,033
22:39:46:3340;0,0400;0,1354;1,0200;1,028
22:39:46:3370;0,0584;0,1602;1,0036;1,016
22:39:46:3420;0,0883;0,1701;1,0003;1,016
22:39:46:3590;0,1157;0,1848;1,0034;1,024
22:39:46:3640;0,1165;0,1859;0,9901;1,011
22:39:46:3660;0,1155;0,1795;0,9794;0,999
22:39:46:3680;0,1252;0,1723;0,9727;0,992
22:39:46:3700;0,1169;0,1496;0,9938;1,008
22:39:46:3720;0,0863;0,1019;1,0147;1,020
22:39:46:3810;0,0590;0,0470;1,0396;1,039
22:39:46:3840;0,0550;0,0482;1,0592;1,059
22:39:46:3870;0,0626;0,0946;1,0518;1,055
22:39:46:3920;0,0711;0,1440;1,0366;1,046
22:39:46:4120;0,0624;0,1506;1,0253;1,036
22:39:46:4150;0,0620;0,1591;1,0084;1,020
22:39:46:4170;0,0815;0,1827;1,0021;1,019
22:39:46:4190;0,1056;0,1923;1,0029;1,024
22:39:46:4210;0,1176;0,1868;0,9993;1,020
22:39:46:4240;0,1129;0,1692;0,9883;1,006
22:39:46:4290;0,0858;0,1364;0,9776;0,988
22:39:46:4420;0,0686;0,1169;0,9671;0,974
22:39:46:4470;0,0574;0,0371;0,9790;0,978
22:39:46:4500;0,0381;-0,0113;1,0520;1,050
22:39:46:4530;0,1213;0,1390;1,0595;1,072
22:39:46:4560;0,1417;0,1573;1,0970;1,113
22:39:46:4580;0,1219;0,1067;1,0796;1,088
22:39:46:4630;0,1366;0,1071;1,0356;1,046
22:39:46:4680;0,1681;0,1189;0,9952;1,012
22:39:46:4730;0,2047;0,1280;0,9967;1,020
22:39:46:4780;0,2278;0,1475;0,9853;1,016
22:39:46:4830;0,1990;0,1542;0,9617;0,989
22:39:46:4880;0,1171;0,1418;0,9755;0,989
22:39:46:4930;0,0192;0,1216;0,9550;0,961
22:39:46:5090;-0,0393;0,1150;0,9466;0,954
22:39:46:5130;-0,0226;0,0864;0,9745;0,977
22:39:46:5150;0,0240;0,0645;1,0212;1,021
22:39:46:5180;0,0540;0,0873;1,0554;1,058
22:39:46:5200;0,0541;0,1153;1,0564;1,061
22:39:46:5230;0,0439;0,1342;1,0379;1,045
22:39:46:5400;0,0379;0,1398;1,0407;1,049
22:39:46:5460;0,0587;0,1217;1,0481;1,054
22:39:46:5490;0,0989;0,1316;1,0636;1,073
22:39:46:5500;0,1388;0,1415;1,0614;1,076
22:39:46:5520;0,1567;0,1425;1,0096;1,027
22:39:46:5530;0,1723;0,1439;0,9814;1,002
22:39:46:5580;0,1742;0,1379;0,9908;1,011
22:39:46:5630;0,1448;0,1379;1,0134;1,029
22:39:46:5690;0,0936;0,1381;1,0361;1,046
22:39:46:5740;0,0239;0,1351;1,0515;1,059
22:39:46:5780;0,0030;0,1354;1,0355;1,043
22:39:46:5840;0,0036;0,1241;1,0218;1,028
22:39:46:5880;-0,0383;0,1161;0,9949;1,002
22:39:46:5940;-0,0620;0,1139;0,9895;0,998
22:39:46:6020;0,0229;0,1148;1,0023;1,007
22:39:46:6050;0,0684;0,1160;1,0310;1,037
22:39:46:6090;0,0761;0,1165;1,0539;1,060
22:39:46:6140;0,0755;0,1177;1,0408;1,047
22:39:46:6330;0,0762;0,1197;1,0357;1,042
22:39:46:6360;0,0798;0,1195;1,0348;1,042
22:39:46:6410;0,0803;0,1194;1,0222;1,029
22:39:46:6440;0,0806;0,1237;1,0106;1,018
22:39:46:6460;0,0829;0,1222;1,0296;1,037
22:39:46:6490;0,0855;0,1294;1,0275;1,036
22:39:46:6520;0,0848;0,1293;1,0173;1,026
22:39:46:6540;0,0882;0,1380;1,0204;1,030
22:39:46:6640;0,1007;0,1613;1,0345;1,049
22:39:46:6690;0,1209;0,2011;1,0534;1,076
22:39:46:6730;0,1285;0,2180;1,0578;1,084
22:39:46:6760;0,1376;0,1951;1,0479;1,071
22:39:46:6790;0,1643;0,1942;1,0409;1,068
22:39:46:6860;0,1842;0,2112;1,0341;1,067
22:39:46:6910;0,1942;0,2209;1,0220;1,059
22:39:46:6960;0,1789;0,2071;1,0219;1,054
22:39:46:7000;0,1435;0,1958;1,0286;1,053
22:39:46:7060;0,0759;0,1530;1,0106;1,022
22:39:46:7110;-0,0033;0,1001;0,9573;0,961
22:39:46:7160;-0,0877;0,0354;0,9073;0,912
22:39:46:7370;-0,1272;-0,0234;0,9082;0,918
22:39:46:7400;-0,0800;-0,0376;0,9409;0,944
22:39:46:7430;0,0195;0,0039;0,9851;0,983
22:39:46:7460;0,0717;0,0541;1,0184;1,019
22:39:46:7480;0,0769;0,0968;1,0383;1,043
22:39:46:7510;0,0728;0,1367;1,0557;1,064
22:39:46:7540;0,0720;0,1803;1,0595;1,075
22:39:46:7570;0,0733;0,2034;1,0658;1,085
22:39:46:7610;0,0673;0,2152;1,0750;1,096
22:39:46:7670;0,0479;0,2203;1,0708;1,093
22:39:46:7710;0,0198;0,2245;1,0600;1,083
22:39:46:7750;-0,0333;0,2019;1,0722;1,091
22:39:46:7800;-0,0939;0,1617;1,0997;1,116
22:39:46:7850;-0,1353;0,1291;1,0991;1,116
22:39:46:7900;-0,1386;0,0807;1,0354;1,049
22:39:46:7950;-0,1051;0,0275;0,9491;0,955
22:39:46:8120;-0,0625;-0,0074;0,8977;0,899
22:39:46:8170;-0,0202;-0,0034;0,8760;0,874
22:39:46:8200;0,0361;0,0671;0,8894;0,890
22:39:46:8230;0,0884;0,1337;0,9293;0,940
22:39:46:8260;0,1208;0,1446;0,9629;0,977
22:39:46:8280;0,1436;0,1170;1,0039;1,017
22:39:46:8320;0,1704;0,1049;1,0443;1,059
22:39:46:8360;0,1976;0,1077;1,0586;1,077
22:39:46:8420;0,2183;0,1129;1,0608;1,083
22:39:46:8460;0,2308;0,1159;1,0481;1,074
22:39:46:8530;0,2315;0,1184;1,0343;1,061
22:39:46:8570;0,2322;0,1152;1,0133;1,040
22:39:46:8610;0,2294;0,1160;1,0015;1,028
22:39:46:8670;0,2272;0,1172;0,9925;1,019
22:39:46:8720;0,1947;0,1206;0,9925;1,013
22:39:46:8780;0,0693;0,1327;0,9842;0,993
22:39:46:8820;0,0939;0,1383;0,9936;1,004
22:39:46:8860;0,0822;0,1361;1,0091;1,019
22:39:46:8930;0,0814;0,1382;1,0159;1,026
22:39:46:8970;0,0827;0,1365;1,0318;1,041
22:39:46:9020;0,0758;0,1345;1,0315;1,040
22:39:46:9080;0,0812;0,1346;1,0283;1,037
22:39:46:9120;0,0752;0,1329;1,0151;1,024
22:39:46:9170;0,0802;0,1319;1,0069;1,016
22:39:46:9360;0,0794;0,1333;0,9992;1,008
22:39:46:9440;0,0780;0,1343;1,0024;1,012
22:39:46:9480;0,0788;0,1358;1,0062;1,015
22:39:46:9520;0,0824;0,1366;1,0160;1,026
22:39:46:9560;0,0810;0,1378;1,0209;1,030
22:39:46:9600;0,0799;0,1355;1,0182;1,027
22:39:46:9630;0,0794;0,1333;1,0151;1,024
22:39:46:9680;0,0775;0,1318;1,0125;1,021
22:39:46:9710;0,0764;0,1321;1,0106;1,019
22:39:46:9730;0,0767;0,1347;1,0062;1,015
22:39:46:9760;0,0794;0,1357;1,0109;1,020
22:39:46:9780;0,0799;0,1357;1,0134;1,023
22:39:46:9840;0,0797;0,1363;1,0150;1,024
22:39:46:9890;0,0783;0,1352;1,0170;1,026
22:39:46:9930;0,0799;0,1376;1,0182;1,028
22:39:46:9970;0,0770;0,1350;1,0135;1,023
22:39:47:0040;0,0781;0,1354;1,0138;1,023
22:39:47:0080;0,0793;0,1355;1,0131;1,022
22:39:47:0120;0,0775;0,1359;1,0132;1,022
22:39:47:0170;0,0776;0,1371;1,0142;1,024
22:39:47:0330;0,0791;0,1385;1,0158;1,025
22:39:47:0390;0,0801;0,1377;1,0202;1,030
22:39:47:0420;0,0805;0,1363;1,0173;1,027
22:39:47:0440;0,0786;0,1368;1,0179;1,027
22:39:47:0470;0,0777;0,1335;1,0170;1,026
22:39:47:0500;0,0767;0,1331;1,0153;1,024
22:39:47:0550;0,0765;0,1348;1,0145;1,023
22:39:47:0580;0,0769;0,1348;1,0131;1,022
22:39:47:0670;0,0790;0,1357;1,0118;1,021
22:39:47:0720;0,0786;0,1359;1,0134;1,023
22:39:47:0760;0,0819;0,1399;1,0187;1,029
22:39:47:0780;0,0800;0,1362;1,0190;1,028
22:39:47:0830;0,0814;0,1365;1,0182;1,028
22:39:47:0880;0,0792;0,1362;1,0154;1,025
22:39:47:0930;0,0782;0,1322;1,0130;1,022
22:39:47:0980;0,0814;0,1324;1,0101;1,019
22:39:47:1050;0,0797;0,1347;1,0091;1,018
22:39:47:1090;0,0775;0,1348;1,0096;1,019
22:39:47:1130;0,0789;0,1358;1,0119;1,021
22:39:47:1330;0,0789;0,1351;1,0149;1,024
22:39:47:1380;0,0786;0,1354;1,0141;1,023
22:39:47:1400;0,0797;0,1366;1,0127;1,022
22:39:47:1430;0,0818;0,1341;1,0109;1,020
22:39:47:1470;0,0814;0,1345;1,0126;1,022
22:39:47:1510;0,0828;0,1338;1,0096;1,019
22:39:47:1540;0,0802;0,1318;1,0090;1,018
22:39:47:1580;0,0791;0,1348;1,0074;1,017
22:39:47:1600;0,0766;0,1346;1,0111;1,020
22:39:47:1640;0,0797;0,1340;1,0143;1,023
22:39:47:1700;0,0809;0,1348;1,0130;1,022
22:39:47:1740;0,0794;0,1354;1,0143;1,024
22:39:47:1770;0,0816;0,1343;1,0129;1,022
22:39:47:1820;0,0801;0,1323;1,0171;1,026
22:39:47:1880;0,0811;0,1340;1,0143;1,023
22:39:47:1930;0,0801;0,1355;1,0101;1,019
22:39:47:1980;0,0783;0,1343;1,0122;1,021
22:39:47:2040;0,0778;0,1349;1,0134;1,022
22:39:47:2080;0,0792;0,1343;1,0143;1,023
22:39:47:2130;0,0803;0,1363;1,0148;1,024
22:39:47:2180;0,0797;0,1335;1,0146;1,024
22:39:47:2410;0,0796;0,1358;1,0135;1,023
22:39:47:2450;0,0800;0,1352;1,0142;1,023
22:39:47:2480;0,0785;0,1342;1,0144;1,023
22:39:47:2530;0,0800;0,1354;1,0162;1,025
22:39:47:2560;0,0784;0,1340;1,0151;1,024
22:39:47:2590;0,0787;0,1340;1,0165;1,025
22:39:47:2620;0,0789;0,1374;1,0149;1,024
22:39:47:2640;0,0800;0,1366;1,0170;1,026
22:39:47:2680;0,0821;0,1379;1,0133;1,023
22:39:47:2710;0,0806;0,1369;1,0135;1,023
22:39:47:2740;0,0796;0,1360;1,0181;1,027
22:39:47:2800;0,0789;0,1350;1,0154;1,025
22:39:47:2860;0,0791;0,1350;1,0145;1,024
22:39:47:2890;0,0794;0,1366;1,0127;1,022
22:39:47:2940;0,0801;0,1362;1,0138;1,023
22:39:47:2980;0,0775;0,1365;1,0137;1,023
22:39:47:3160;0,0796;0,1365;1,0129;1,022
22:39:47:3210;0,0797;0,1371;1,0118;1,021
22:39:47:3240;0,0797;0,1349;1,0158;1,025
22:39:47:3270;0,0821;0,1359;1,0151;1,025
22:39:47:3290;0,0805;0,1360;1,0149;1,024
22:39:47:3320;0,0785;0,1351;1,0145;1,024
22:39:47:3350;0,0800;0,1338;1,0127;1,022
22:39:47:3430;0,0780;0,1339;1,0118;1,021
22:39:47:3470;0,0803;0,1348;1,0170;1,026
22:39:47:3500;0,0792;0,1365;1,0134;1,023
22:39:47:3560;0,0811;0,1358;1,0136;1,023
22:39:47:3600;0,0804;0,1322;1,0113;1,020
22:39:47:3640;0,0805;0,1344;1,0114;1,021
22:39:47:3690;0,0811;0,1332;1,0084;1,017
22:39:47:3740;0,0807;0,1340;1,0117;1,021
22:39:47:3790;0,0791;0,1354;1,0118;1,021
22:39:47:3840;0,0812;0,1344;1,0134;1,023
22:39:47:3900;0,0813;0,1338;1,0117;1,021
22:39:47:3940;0,0814;0,1335;1,0156;1,025
22:39:47:3990;0,0814;0,1327;1,0113;1,020
22:39:47:4060;0,0832;0,1335;1,0132;1,022
22:39:47:4100;0,0832;0,1341;1,0140;1,023
22:39:47:4140;0,0816;0,1373;1,0161;1,026
22:39:47:4200;0,0811;0,1352;1,0155;1,025
22:39:47:4360;0,0810;0,1338;1,0104;1,020
22:39:47:4440;0,0813;0,1338;1,0123;1,021
22:39:47:4470;0,0802;0,1351;1,0128;1,022
22:39:47:4500;0,0824;0,1337;1,0130;1,022
22:39:47:4540;0,0805;0,1343;1,0143;1,023
22:39:47:4570;0,0808;0,1352;1,0158;1,025
22:39:47:4600;0,0798;0,1363;1,0165;1,026
22:39:47:4630;0,0804;0,1368;1,0143;1,024
22:39:47:4660;0,0807;0,1370;1,0124;1,022
22:39:47:4700;0,0790;0,1371;1,0116;1,021
22:39:47:4800;0,0775;0,1357;1,0141;1,023
22:39:47:4840;0,0807;0,1361;1,0137;1,023
22:39:47:4890;0,0808;0,1346;1,0173;1,026
22:39:47:4920;0,0816;0,1373;1,0142;1,024
22:39:47:4950;0,0807;0,1377;1,0128;1,022
22:39:47:5000;0,0822;0,1376;1,0160;1,026
22:39:47:5120;0,0793;0,1375;1,0197;1,029
22:39:47:5170;0,0776;0,1371;1,0174;1,027
22:39:47:5210;0,0816;0,1355;1,0127;1,022
22:39:47:5250;0,0799;0,1358;1,0137;1,023
22:39:47:5270;0,0792;0,1365;1,0127;1,022
22:39:47:5300;0,0791;0,1357;1,0125;1,022
22:39:47:5490;0,0777;0,1354;1,0163;1,025
22:39:47:5560;0,0807;0,1343;1,0184;1,028
22:39:47:5580;0,0797;0,1360;1,0165;1,026
22:39:47:5610;0,0793;0,1354;1,0127;1,022
22:39:47:5640;0,0796;0,1343;1,0133;1,022
22:39:47:5670;0,0796;0,1360;1,0143;1,024
22:39:47:5700;0,0791;0,1348;1,0113;1,020
22:39:47:5720;0,0799;0,1341;1,0135;1,023
22:39:47:5750;0,0790;0,1332;1,0119;1,021
22:39:47:5810;0,0802;0,1332;1,0161;1,025
22:39:47:5850;0,0792;0,1333;1,0153;1,024
22:39:47:5930;0,0783;0,1347;1,0151;1,024
22:39:47:5980;0,0770;0,1350;1,0129;1,022
22:39:47:6020;0,0775;0,1346;1,0150;1,024
22:39:47:6060;0,0783;0,1319;1,0115;1,020
22:39:47:6110;0,0777;0,1316;1,0120;1,021
22:39:47:6150;0,0789;0,1321;1,0091;1,018
22:39:47:6210;0,0767;0,1316;1,0106;1,019
22:39:47:6390;0,0776;0,1310;1,0110;1,020
22:39:47:6440;0,0783;0,1322;1,0085;1,017
22:39:47:6470;0,0780;0,1327;1,0117;1,020
22:39:47:6500;0,0767;0,1310;1,0101;1,019
22:39:47:6540;0,0783;0,1330;1,0129;1,022
22:39:47:6570;0,0770;0,1338;1,0121;1,021
22:39:47:6610;0,0766;0,1340;1,0130;1,022
22:39:47:6640;0,0792;0,1345;1,0119;1,021
22:39:47:6670;0,0792;0,1332;1,0145;1,023
22:39:47:6730;0,0771;0,1333;1,0112;1,020
22:39:47:6780;0,0774;0,1342;1,0143;1,023
22:39:47:6830;0,0791;0,1358;1,0152;1,024
22:39:47:6870;0,0789;0,1365;1,0162;1,026
22:39:47:6930;0,0816;0,1369;1,0140;1,024
22:39:47:6980;0,0812;0,1367;1,0123;1,022
22:39:47:7010;0,0811;0,1352;1,0137;1,023
22:39:47:7080;0,0807;0,1371;1,0168;1,026
22:39:47:7130;0,0797;0,1380;1,0151;1,025
22:39:47:7170;0,0819;0,1374;1,0167;1,026
22:39:47:7220;0,0822;0,1367;1,0181;1,028
22:39:47:7420;0,0829;0,1379;1,0173;1,027
22:39:47:7470;0,0844;0,1359;1,0176;1,027
22:39:47:7500;0,0855;0,1358;1,0148;1,024
22:39:47:7540;0,0823;0,1374;1,0156;1,025
22:39:47:7580;0,0835;0,1360;1,0153;1,025
22:39:47:7620;0,0847;0,1345;1,0135;1,023
22:39:47:7650;0,0844;0,1377;1,0137;1,024
22:39:47:7680;0,0835;0,1371;1,0143;1,024
22:39:47:7720;0,0866;0,1370;1,0134;1,023
22:39:47:7760;0,0844;0,1358;1,0112;1,021
22:39:47:7790;0,0837;0,1353;1,0156;1,025
22:39:47:7820;0,0843;0,1344;1,0142;1,024
22:39:47:7890;0,0840;0,1338;1,0107;1,020
22:39:47:7940;0,0839;0,1354;1,0132;1,023
22:39:47:7970;0,0833;0,1331;1,0104;1,020
22:39:47:8020;0,0839;0,1355;1,0117;1,021
22:39:47:8090;0,0828;0,1346;1,0102;1,020
22:39:47:8140;0,0816;0,1337;1,0099;1,019
22:39:47:8190;0,0814;0,1338;1,0118;1,021
22:39:47:8230;0,0821;0,1346;1,0112;1,021
22:39:47:8270;0,0835;0,1337;1,0098;1,019
22:39:47:8450;0,0814;0,1330;1,0121;1,021
22:39:47:8500;0,0784;0,1344;1,0129;1,022
22:39:47:8530;0,0804;0,1329;1,0099;1,019
22:39:47:8570;0,0809;0,1321;1,0106;1,019
22:39:47:8600;0,0803;0,1330;1,0106;1,020
22:39:47:8640;0,0797;0,1335;1,0126;1,022
22:39:47:8670;0,0804;0,1337;1,0160;1,025
22:39:47:8690;0,0790;0,1341;1,0140;1,023
22:39:47:8720;0,0807;0,1336;1,0142;1,023
22:39:47:8790;0,0799;0,1352;1,0140;1,023
22:39:47:8830;0,0785;0,1344;1,0160;1,025
22:39:47:8890;0,0778;0,1344;1,0153;1,024
22:39:47:8950;0,0794;0,1355;1,0151;1,024
22:39:47:8980;0,0783;0,1352;1,0149;1,024
22:39:47:9030;0,0772;0,1335;1,0162;1,025
22:39:47:9090;0,0772;0,1352;1,0181;1,027
22:39:47:9130;0,0766;0,1358;1,0193;1,028
22:39:47:9170;0,0769;0,1340;1,0183;1,027
22:39:47:9230;0,0765;0,1348;1,0195;1,028
22:39:47:9410;0,0761;0,1360;1,0151;1,024
22:39:47:9460;0,0790;0,1357;1,0153;1,025
22:39:47:9480;0,0763;0,1351;1,0160;1,025
22:39:47:9510;0,0775;0,1365;1,0153;1,025
22:39:47:9540;0,0764;0,1357;1,0154;1,024
22:39:47:9560;0,0755;0,1366;1,0160;1,025
22:39:47:9590;0,0763;0,1355;1,0153;1,024
22:39:47:9800;0,0755;0,1356;1,0154;1,024
22:39:47:9860;0,0781;0,1351;1,0150;1,024
22:39:47:9920;0,0796;0,1341;1,0153;1,024
22:39:47:9950;0,0761;0,1355;1,0171;1,026
22:39:47:9980;0,0761;0,1346;1,0135;1,022
22:39:48:0000;0,0754;0,1359;1,0132;1,022
22:39:48:0030;0,0764;0,1348;1,0146;1,024
22:39:48:0050;0,0783;0,1351;1,0100;1,019
22:39:48:0080;0,0766;0,1340;1,0143;1,023
22:39:48:0100;0,0772;0,1344;1,0132;1,022
22:39:48:0130;0,0776;0,1349;1,0105;1,020
22:39:48:0210;0,0771;0,1343;1,0110;1,020
22:39:48:0260;0,0780;0,1351;1,0109;1,020
22:39:48:0300;0,0788;0,1352;1,0129;1,022
22:39:48:0340;0,0786;0,1338;1,0133;1,022
22:39:48:0380;0,0797;0,1338;1,0130;1,022
22:39:48:0440;0,0801;0,1334;1,0150;1,024
22:39:48:0500;0,0807;0,1329;1,0121;1,021
22:39:48:0540;0,0817;0,1344;1,0118;1,021
22:39:48:0740;0,0829;0,1347;1,0133;1,023
22:39:48:0800;0,0813;0,1330;1,0132;1,022
22:39:48:0830;0,0810;0,1334;1,0133;1,022
22:39:48:0850;0,0803;0,1341;1,0163;1,025
22:39:48:0890;0,0821;0,1346;1,0121;1,021
22:39:48:0920;0,0835;0,1344;1,0101;1,019
22:39:48:0950;0,0846;0,1352;1,0134;1,023
22:39:48:0980;0,0822;0,1355;1,0137;1,023
22:39:48:1000;0,0852;0,1344;1,0135;1,023
22:39:48:1110;0,0826;0,1345;1,0173;1,027
22:39:48:1150;0,0826;0,1376;1,0148;1,025
22:39:48:1180;0,0821;0,1348;1,0149;1,024
22:39:48:1200;0,0841;0,1349;1,0125;1,022
22:39:48:1260;0,0826;0,1354;1,0140;1,023
22:39:48:1290;0,0824;0,1363;1,0120;1,021
22:39:48:1350;0,0836;0,1369;1,0142;1,024
22:39:48:1390;0,0841;0,1374;1,0138;1,024
22:39:48:1590;0,0824;0,1349;1,0173;1,027
22:39:48:1650;0,0822;0,1358;1,0155;1,025
22:39:48:1680;0,0826;0,1368;1,0127;1,022
22:39:48:1720;0,0836;0,1379;1,0114;1,021
22:39:48:1760;0,0839;0,1353;1,0130;1,022
22:39:48:1800;0,0829;0,1363;1,0150;1,025
22:39:48:1830;0,0821;0,1355;1,0137;1,023
22:39:48:1870;0,0829;0,1355;1,0162;1,026
22:39:48:1910;0,0818;0,1350;1,0159;1,025
22:39:48:1940;0,0822;0,1352;1,0156;1,025
22:39:48:1990;0,0824;0,1352;1,0157;1,025
22:39:48:2010;0,0810;0,1346;1,0143;1,023
22:39:48:2070;0,0810;0,1335;1,0146;1,024
22:39:48:2130;0,0824;0,1341;1,0137;1,023
22:39:48:2160;0,0824;0,1340;1,0098;1,019
22:39:48:2200;0,0820;0,1346;1,0114;1,021
22:39:48:2250;0,0814;0,1337;1,0146;1,024
22:39:48:2290;0,0816;0,1337;1,0145;1,024
22:39:48:2340;0,0810;0,1335;1,0123;1,021
22:39:48:2390;0,0802;0,1329;1,0126;1,022
22:39:48:2560;0,0792;0,1346;1,0137;1,023
22:39:48:2600;0,0808;0,1343;1,0127;1,022
22:39:48:2630;0,0800;0,1326;1,0116;1,020
22:39:48:2650;0,0789;0,1325;1,0145;1,023
22:39:48:2690;0,0791;0,1336;1,0157;1,025
22:39:48:2720;0,0797;0,1344;1,0118;1,021
22:39:48:2750;0,0774;0,1346;1,0160;1,025
22:39:48:2850;0,0778;0,1333;1,0154;1,024
22:39:48:2890;0,0766;0,1357;1,0150;1,024
22:39:48:2920;0,0764;0,1352;1,0149;1,024
22:39:48:2950;0,0794;0,1354;1,0118;1,021
22:39:48:3000;0,0769;0,1355;1,0153;1,024
22:39:48:3050;0,0782;0,1361;1,0143;1,024
22:39:48:3290;0,0769;0,1366;1,0140;1,023
22:39:48:3400;0,0772;0,1348;1,0137;1,023
22:39:48:3450;0,0783;0,1353;1,0143;1,023
22:39:48:3480;0,0796;0,1359;1,0143;1,024
22:39:48:3530;0,0789;0,1343;1,0121;1,021
22:39:48:3560;0,0764;0,1354;1,0123;1,021
22:39:48:3620;0,0762;0,1352;1,0148;1,024
22:39:48:3650;0,0765;0,1362;1,0162;1,025
22:39:48:3700;0,0762;0,1350;1,0149;1,024
22:39:48:3730;0,0788;0,1352;1,0140;1,023
22:39:48:3770;0,0777;0,1338;1,0178;1,027
22:39:48:3800;0,0763;0,1342;1,0143;1,023
22:39:48:3830;0,0763;0,1349;1,0154;1,024
22:39:48:3860;0,0778;0,1353;1,0146;1,024
22:39:48:3890;0,0789;0,1366;1,0164;1,026
22:39:48:3920;0,0789;0,1329;1,0160;1,025
22:39:48:3950;0,0792;0,1337;1,0130;1,022
22:39:48:3980;0,0797;0,1328;1,0138;1,023
22:39:48:4010;0,0798;0,1352;1,0137;1,023
22:39:48:4070;0,0792;0,1356;1,0139;1,023
22:39:48:4120;0,0796;0,1356;1,0167;1,026
22:39:48:4170;0,0796;0,1351;1,0142;1,023
22:39:48:4210;0,0800;0,1343;1,0134;1,022
22:39:48:4270;0,0813;0,1366;1,0128;1,022
22:39:48:4360;0,0798;0,1360;1,0162;1,026
22:39:48:4440;0,0802;0,1364;1,0168;1,026
22:39:48:4480;0,0800;0,1345;1,0138;1,023
22:39:48:4510;0,0792;0,1361;1,0140;1,023
22:39:48:4530;0,0816;0,1340;1,0129;1,022
22:39:48:4560;0,0832;0,1332;1,0129;1,022
22:39:48:4820;0,0820;0,1346;1,0141;1,023
22:39:48:4900;0,0813;0,1336;1,0120;1,021
22:39:48:4970;0,0802;0,1337;1,0113;1,020
22:39:48:4990;0,0808;0,1343;1,0120;1,021
22:39:48:5020;0,0813;0,1349;1,0134;1,023
22:39:48:5050;0,0816;0,1353;1,0146;1,024
22:39:48:5070;0,0813;0,1329;1,0115;1,020
22:39:48:5100;0,0815;0,1343;1,0104;1,020
22:39:48:5120;0,0790;0,1343;1,0110;1,020
22:39:48:5140;0,0812;0,1346;1,0130;1,022
22:39:48:5160;0,0822;0,1342;1,0118;1,021
22:39:48:5180;0,0811;0,1353;1,0125;1,022
22:39:48:5220;0,0822;0,1346;1,0140;1,023
22:39:48:5270;0,0823;0,1352;1,0130;1,022
22:39:48:5330;0,0834;0,1365;1,0148;1,024
22:39:48:5380;0,0819;0,1355;1,0149;1,024
22:39:48:5410;0,0816;0,1319;1,0145;1,023
22:39:48:5610;0,0815;0,1336;1,0123;1,021
22:39:48:5640;0,0812;0,1332;1,0130;1,022
22:39:48:5670;0,0827;0,1332;1,0118;1,021
22:39:48:5690;0,0818;0,1340;1,0133;1,022
22:39:48:5710;0,0824;0,1335;1,0135;1,023
22:39:48:5740;0,0821;0,1338;1,0128;1,022
22:39:48:5770;0,0806;0,1343;1,0151;1,024
22:39:48:5900;0,0808;0,1347;1,0126;1,022
22:39:48:5960;0,0814;0,1366;1,0108;1,020
22:39:48:5980;0,0805;0,1355;1,0125;1,022
22:39:48:6000;0,0797;0,1343;1,0117;1,021
22:39:48:6030;0,0796;0,1348;1,0110;1,020
22:39:48:6070;0,0806;0,1332;1,0135;1,023
22:39:48:6120;0,0835;0,1337;1,0153;1,024
22:39:48:6180;0,0841;0,1358;1,0151;1,025
